Data da Compra,Produto,Preco Original/Preco com Desconto,Fornecedor,Qtd. Comprada,Comprador,Nome Gerente,Sobrenome Gerente,Região Destino,
10/27/2020,Rádio,"16,89/10,64",Hashtag Toys,2,"Carlson, Kristy",Bevan,Paten,Brasil - SP,
10/27/2020,Monitor,"126,9/105,33",Southridge Video,3,"Zhao, Susan",Kerrin,Pinor,Brasil - SP,
10/27/2020,Monitor,"126,9/126,9",Southridge Video,1,"Carlson, Reginald",Talya,Toon,Brasil - RJ,
10/27/2020,Projetor,"126,9/126,9",Southridge Video,3,"Chande, Bridget",Helaina,Trebilcock,Brasil - SP,
10/27/2020,Ar Condicionado,"126,9/126,9",Southridge Video,2,"Miller, James",Darb,Golsworthy,Brasil - RJ,
10/27/2020,Monitor,"126,9/126,9",Southridge Video,1,"Stone, Megan",Latrina,Fussey,Brasil - RJ,
10/27/2020,Monitor,"126,9/126,9",Southridge Video,1,"Cai, Barbara",Stela,Mendonça,Brasil - RJ,
10/28/2020,Ar Condicionado,595/595,Contoso,4,"Romero, Monique",Terrell,Pinshon,Brasil - SP,
10/28/2020,Rádio,"4,99/4,14",Hashtag Toys,1,"Ruiz, Joy",Jone,Hambly,Brasil - SP,
10/28/2020,Ventilador,"31,39/31,39",Hashtag Toys,2,"Huang, Louis",Sheri,Derisley,Brasil - SP,
10/28/2020,Ventilador,"31,39/29,19",Hashtag Toys,5,"Cai, Jon",Alon,Pestana,Brasil - SP,
10/28/2020,Ventilador,34/34,Hashtag Toys,1,"Sara, Arthur",Edsel,Seakings,Brasil - SP,
10/28/2020,Rádio,"8,99/7,82",Hashtag Toys,5,"Raji, Marshall",Riordan,Cordel,Brasil - SP,
10/28/2020,Lâmpada,595/595,Contoso,1,"McDonald, Brianna",Adore,Scurrer,Brasil - RJ,
10/28/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Washington, Arthur",Michel,Tight,Brasil - SP,
10/28/2020,Ventilador,"79,8/79,8",Hashtag Toys,1,"Lopez, Toni",Koenraad,Olsson,Brasil - RJ,
10/28/2020,Ventilador,"72,45/46,37",Hashtag Toys,4,"Sun, Roger",Lilah,Jindrich,Brasil - RJ,
10/28/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Yang, Roger",Dewie,Linthead,Brasil - BA,
10/28/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Patel, Pamela",Mendel,Stonner,Brasil - SP,
10/28/2020,Rádio,"6,99/6,36",Hashtag Toys,1,"Blanco, Alberto",Finn,Thunnercliff,Brasil - ES,
10/28/2020,Projetor,"126,9/126,9",Southridge Video,1,"Patel, Pamela",Connor,Innott,Brasil - SP,
10/28/2020,Monitor,"126,9/92,64",Southridge Video,5,"Malhotra, Arthur",Jojo,Viveash,Brasil - BA,
10/28/2020,Projetor,"126,9/92,64",Southridge Video,1,"Gomez, Jerome",Sig,Tilney,Brasil - RJ,
10/28/2020,Projetor,"126,9/92,64",Southridge Video,4,"Miller, Cameron",Felipe,Albarez,Brasil - ES,
10/28/2020,Projetor,"126,9/126,9",Southridge Video,5,"Gill, Jill",Marty,Verrill,Brasil - SP,
10/28/2020,Monitor,"126,9/126,9",Southridge Video,1,"King, Fernando",Otis,Linden,Brasil - SP,
10/28/2020,Projetor,"126,9/126,9",Southridge Video,4,"Stewart, Alex",Sigismond,Watterson,Brasil - RJ,
10/28/2020,Projetor,"126,9/83,75",Southridge Video,1,"Lee, Jose",Kleon,Sheerman,Brasil - RJ,
10/28/2020,Monitor,"126,9/126,9",Southridge Video,3,"Patterson, Alyssa",Carin,Hyder,Brasil - SP,
10/28/2020,Projetor,"126,9/126,9",Southridge Video,2,"Cooper, Taylor",Anica,Stitcher,Brasil - SP,
10/29/2020,Ventilador,"94,8/92,9",Hashtag Toys,1,"White, David",Amye,Aspinell,Brasil - SP,
10/29/2020,Ar Condicionado,595/595,Contoso,2,"Harris, Wyatt",Laurette,Bedson,Brasil - ES,
10/29/2020,Ar Condicionado,595/595,Contoso,1,"Bryant, Oscar",Killy,Harefoot,Brasil - BA,
10/29/2020,Rádio,"8,88/8,88",Southridge Video,2,"Thompson, Daniel",Alick,Walesa,Brasil - SP,
10/29/2020,Gravador,"8,88/6,39",Southridge Video,4,"Malhotra, Patricia",Nerty,Frend,Brasil - SP,
10/29/2020,Gravador,"8,88/8,88",Southridge Video,1,"Wood, Spencer",Sergio,Sayles,Brasil - SP,
10/29/2020,Rádio,"5,39/5,39",Southridge Video,1,"Price, Hannah",Myrtia,Domenicone,Brasil - RJ,
10/29/2020,Ventilador,32/32,Hashtag Toys,1,"Moore, Lucas",Burton,Cornick,Brasil - SP,
10/29/2020,Aparelho de Som,109/109,Hashtag Toys,4,"Lopez, Kristopher",Donnie,Finnigan,Brasil - SP,
10/29/2020,Ar Condicionado,25/25,Contoso,1,"Navarro, Theresa",Milena,Pereira,Brasil - RJ,
10/29/2020,Lâmpada,"595/464,1",Contoso,1,"Martin, Felicia",Michal,Veschambes,Brasil - SP,
10/29/2020,Projetor,"126,9/126,9",Southridge Video,1,"Liu, Dennis",Damien,Velden,Brasil - SP,
10/29/2020,Projetor,"126,9/126,9",Southridge Video,1,"Chandra, Troy",Ade,Fripp,Brasil - SP,
10/29/2020,Monitor,"126,9/126,9",Southridge Video,1,"Romero, Rodney",Salomi,Duckett,Brasil - ES,
10/29/2020,Monitor,"126,9/83,75",Southridge Video,5,"Chander, Clarence",Terri,Upston,Brasil - SP,
10/29/2020,Monitor,"126,9/76,14",Southridge Video,4,"Parker, Jose",Stacee,Lamort,Brasil - SP,
10/30/2020,Lâmpada,"25/18,75",Contoso,1,"Romero, Jésus",Tania,Brellin,Brasil - RJ,
10/30/2020,Monitor,"89,9/89,9",Southridge Video,1,"Gray, Jessica",Nikolia,Merrikin,Brasil - SP,
10/30/2020,Aparelho de Som,"99,75/59,85",Hashtag Toys,1,"Sun, Damien",Suellen,Macfarlan,Brasil - ES,
10/30/2020,Aparelho de Som,"70,13/50,49",Hashtag Toys,4,"Rana, Brandy",Celinda,Gaffney,Brasil - SP,
10/30/2020,Aparelho de Som,"22,788/22,79",Hashtag Toys,1,"Nara, Bonnie",Tatiania,Gorce,Brasil - SP,
10/30/2020,Rádio,"5,39/5,39",Southridge Video,1,"Rai, Katie",Rab,Tansley,Brasil - SP,
10/30/2020,Gravador,"5,39/5,39",Southridge Video,5,"Pal, Franklin",Torin,Fendlen,Brasil - RJ,
10/30/2020,Rádio,"8,99/8,99",Hashtag Toys,1,"Zukowski, Jake",Worden,Alebrooke,Brasil - BA,
10/30/2020,Rádio,"8,99/8,99",Hashtag Toys,3,"Sharma, Alejandro",Putnam,Harbour,Brasil - ES,
10/30/2020,Rádio,"8,99/8,99",Hashtag Toys,2,"Sandberg, Chase",Lorita,Prestage,Brasil - RJ,
10/30/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"White, Matthew",Margaretha,Ivanets,Brasil - SP,
10/30/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Rivera, Alyssa",Rickey,Pitney,Brasil - RJ,
10/30/2020,Aparelho de Som,43/43,Hashtag Toys,5,"Ramos, Robyn",Gertrudis,Jedrzej,Brasil - AM,
10/30/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Gonzalez, Tabitha",Noemi,Portigall,Brasil - SP,
10/30/2020,Gravador,"4,99/4,99",Hashtag Toys,1,"Ruiz, Adrienne",Nikolos,Peres,Brasil - RJ,
10/30/2020,Ar Condicionado,25/25,Contoso,5,"Alonso, Danny",Prescott,Byrd,Brasil - SP,
10/30/2020,Lâmpada,25/25,Contoso,2,"Zheng, Omar",Shani,Olenichev,Brasil - SP,
10/30/2020,Rádio,"8,88/6,48",Southridge Video,1,"Shen, Katie",Kellyann,Kinworthy,Brasil - RJ,
10/30/2020,Gravador,"8,88/6,84",Southridge Video,2,"Xu, Trisha",Ramon,Araujo,Brasil - SP,
10/30/2020,Monitor,"126,9/126,9",Southridge Video,5,"Vazquez, Krista",Simona,Soutar,Brasil - ES,
10/30/2020,Monitor,"126,9/87,56",Southridge Video,5,"Raji, Wayne",Thibaud,Hurlestone,Brasil - RJ,
10/30/2020,Monitor,"126,9/126,9",Southridge Video,1,"Zhou, Kelvin",Didi,Calvard,Brasil - SP,
10/30/2020,Monitor,"126,9/126,9",Southridge Video,1,"Liu, Karen",Peirce,Busen,Brasil - RJ,
10/30/2020,Monitor,"126,9/126,9",Southridge Video,1,"Kelly, Charles",Chiquita,Manktelow,Brasil - SP,
10/30/2020,Projetor,"126,9/126,9",Southridge Video,2,"Brooks, Nathaniel",Gratia,Besemer,Brasil - RJ,
10/30/2020,Microondas,"269,9/269,9",Litware ,1,"Moreno, Kellie",Ezri,Holstein,Brasil - SP,
10/30/2020,Geladeira,"299,9/299,9",Litware ,4,"Harris, Ian",Matheus,Gomes,Brasil - RJ,
10/30/2020,Microondas,"299,9/296,9",Litware ,5,"Serrano, Rebekah",Eunice,Foxen,Brasil - RJ,
10/31/2020,Ventilador,"109/100,28",Hashtag Toys,1,"Jones, Nicole",Tim,Bartolomeoni,Brasil - RJ,
10/31/2020,Ventilador,"32/26,88",Hashtag Toys,1,"Kapoor, Emmanuel",Tyrus,Delbergue,Brasil - RJ,
10/31/2020,Gravador,"5,39/5,39",Southridge Video,2,"Ramos, Sheila",Norbie,Mckeaveney,Brasil - RJ,
10/31/2020,Gravador,"4,98/4,98",Southridge Video,1,"Madan, Kaitlin",Locke,Acklands,Brasil - SP,
10/31/2020,Microondas,689/689,Litware ,1,"Hill, Devin",Leonardo,Ferreira,Brasil - SP,
10/31/2020,Aparelho de Som,28/28,Hashtag Toys,1,"Moore, Lauren",Dimitry,Riepl,Brasil - BA,
10/31/2020,Ar Condicionado,"25/22,75",Contoso,1,"Raji, Misty",Vincent,Ferre,Brasil - MA,
10/31/2020,Rádio,"16,89/15,2",Hashtag Toys,1,"Nara, Dawn",Delia,Adiscot,Brasil - RJ,
10/31/2020,Projetor,"126,9/126,9",Southridge Video,1,"Gomez, Armando",Desi,Spilisy,Brasil - RJ,
10/31/2020,Monitor,"126,9/126,9",Southridge Video,1,"Raman, Geoffrey",Venita,Burgh,Brasil - RJ,
10/31/2020,Monitor,"126,9/126,9",Southridge Video,1,"Sanz, Paula",Seward,Kitchingham,Brasil - SP,
10/31/2020,Monitor,"126,9/126,9",Southridge Video,4,"Wang, Heather",Sal,Alvares,Brasil - SP,
10/31/2020,Monitor,"126,9/126,9",Southridge Video,3,"Cook, Jesse",Marita,Dutnell,Brasil - RJ,
10/31/2020,Monitor,"126,9/126,9",Southridge Video,4,"Moore, Nicole",Daloris,Yallop,Brasil - RJ,
10/31/2020,Monitor,"126,9/98,98",Southridge Video,1,"Cooper, Gabrielle",Janine,Tillman,Brasil - SP,
10/31/2020,Projetor,"126,9/126,9",Southridge Video,1,"Cooper, Evan",Weylin,Stell,Brasil - RJ,
10/31/2020,Geladeira,299/299,Litware ,1,"Long, Jasmine",Camella,Grattan,Brasil - SP,
11/1/2020,Lâmpada,"25/17,25",Contoso,1,"Edwards, Allison",Jerome,Bramstom,Brasil - MA,
11/1/2020,Ventilador,109/109,Hashtag Toys,1,"Carter, Mary",Carlene,Krzysztofiak,Brasil - SP,
11/1/2020,Ar Condicionado,595/595,Contoso,4,"Henderson, Logan",Alberta,Nesbitt,Brasil - RJ,
11/1/2020,Rádio,"8,99/8,99",Hashtag Toys,1,"Hall, Stephanie",Kaye,Braywood,Brasil - SP,
11/1/2020,Rádio,"8,99/8,99",Hashtag Toys,1,"Gonzales, Richard",Kerry,Schoffler,Brasil - RJ,
11/1/2020,Rádio,"6,99/6,99",Hashtag Toys,1,"Javier, Francisco",Kay,Ughini,Brasil - SP,
11/1/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Lal, Jonathan",Alfred,Rex,Brasil - SP,
11/1/2020,Rádio,"4,98/4,98",Southridge Video,1,"Peterson, Andrea",Darn,Wheble,Brasil - RJ,
11/1/2020,Lâmpada,25/25,Contoso,2,"Sanchez, Jeremiah",Roxanne,Kob,Brasil - MA,
11/1/2020,Microondas,199/199,Contoso,4,"Peterson, Faith",Farly,Pedri,Brasil - SP,
11/1/2020,Microondas,"480/379,2",Contoso,1,"Alvarez, Lori",Aron,Chadbourn,Brasil - BA,
11/1/2020,Aparelho de Som,32/32,Hashtag Toys,1,"Ortega, Joanna",Rodge,Dupree,Brasil - RJ,
11/1/2020,Aparelho de Som,43/43,Hashtag Toys,1,"Perry, Maria",Nita,Sumpter,Brasil - SP,
11/1/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Patel, Arthur",Calvin,Giblin,Brasil - BA,
11/1/2020,Ventilador,"70,13/68,73",Hashtag Toys,1,"Liang, Darryl",Reg,Castillo,Brasil - SP,
11/1/2020,Ar Condicionado,25/25,Contoso,5,"Kelly, Zoe",Magdaia,Shadbolt,Brasil - RJ,
11/1/2020,Ar Condicionado,595/595,Contoso,1,"Xu, Lacey",Aleece,Bottrill,Brasil - RJ,
11/1/2020,Monitor,"126,9/110,4",Southridge Video,3,"Vazquez, Jésus",Joell,Dewar,Brasil - SP,
11/1/2020,Projetor,"126,9/126,9",Southridge Video,1,"Tang, Kelsey",Sarajane,Dunbobin,Brasil - RJ,
11/1/2020,Projetor,"126,9/126,9",Southridge Video,3,"Romero, Armando",Mallory,Konneke,Brasil - RJ,
11/1/2020,Ar Condicionado,"126,9/120,56",Southridge Video,1,"White, Nicholas",Frieda,Hullin,Brasil - RJ,
11/1/2020,Monitor,"126,9/90,1",Southridge Video,3,"Alexander, Alexandria",Courtnay,Siely,Brasil - RJ,
11/1/2020,Projetor,"126,9/126,9",Southridge Video,1,"Coleman, Jose",Jourdain,Opdenorth,Brasil - SP,
11/1/2020,Geladeira,299/299,Litware ,1,"Sanchez, Stanley",Kendal,Ferentz,Brasil - ES,
11/1/2020,Sistema Audivisual para Carro,"149,95/97,47",Wide World Importers,4,"Hughes, Samantha",Tam,Rabier,Brasil - RJ,
11/1/2020,Geladeira,689/689,Litware ,1,"Dominguez, Leslie",Griffith,Elwood,Brasil - SP,
11/2/2020,Lâmpada,"595/422,45",Contoso,1,"Li, Jorge",Silvain,Jouandet,Brasil - SP,
11/2/2020,Ar Condicionado,595/595,Contoso,3,"Zhou, Randy",Kay,Domino,Brasil - ES,
11/2/2020,Ventilador,32/32,Hashtag Toys,1,"Pal, Shaun",Aurea,Deabill,Brasil - SP,
11/2/2020,Rádio,"16,89/16,89",Hashtag Toys,1,"Diaz, Neil",#N,D,Brasil - SP,
11/2/2020,Lâmpada,"595/422,45",Southridge Video,5,"Martinez, Wyatt",Ailyn,Bougourd,Brasil - SP,
11/2/2020,Gravador,"8,99/8,99",Hashtag Toys,1,"Huang, Aimee",Ellwood,Petkovic,Brasil - SP,
11/2/2020,Gravador,"8,99/7,19",Hashtag Toys,1,"Hall, Victoria",Frannie,Amberger,Brasil - ES,
11/2/2020,Gravador,"8,88/8,88",Southridge Video,1,"Long, Isabella",Orly,Macgregor,Brasil - RJ,
11/2/2020,Gravador,"16,99/16,99",Southridge Video,1,"Patel, Allen",Jard,Rizzotto,Brasil - SP,
11/2/2020,Rádio,"16,99/13,25",Southridge Video,4,"Jackson, Daniel",Goldia,Dearing,Brasil - SP,
11/2/2020,Rádio,"16,99/14,61",Southridge Video,3,"Evans, Chloe",Carolina,Vasconcelos,Brasil - BA,
11/2/2020,Gravador,"16,99/16,99",Southridge Video,1,"Morgan, Bryce",Ilario,Haggerty,Brasil - SP,
11/2/2020,Gravador,"16,99/16,99",Southridge Video,3,"Anderson, Taylor",Man,Wycliffe,Brasil - SP,
11/2/2020,Gravador,"16,99/16,99",Southridge Video,1,"Coleman, Alyssa",Broderick,Gabbett,Brasil - RJ,
11/2/2020,Gravador,"4,99/4,99",Hashtag Toys,1,"Ward, Charles",Bruna,Ramos,Brasil - MA,
11/2/2020,Rádio,"4,99/4,99",Hashtag Toys,1,"Davis, Sarah",Lazaro,Shortell,Brasil - SP,
11/2/2020,Geladeira,"429/343,2",Contoso,4,"Edwards, Wyatt",Halli,O'logan,Brasil - SP,
11/2/2020,Geladeira,429/429,Southridge Video,1,"Ramirez, Alexandria",Vic,Hedden,Brasil - SP,
11/2/2020,Microondas,429/429,Contoso,1,"Morris, Bryce",Booth,Grimston,Brasil - SP,
11/2/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Perry, Jeremy",Josh,Fontes,Brasil - SP,
11/2/2020,Aparelho de Som,32/32,Hashtag Toys,3,"Hughes, Seth",Nissa,Teml,Brasil - RJ,
11/2/2020,Lâmpada,"25/16,25",Contoso,1,"Liu, Candice",Johannah,Eddoes,Brasil - RJ,
11/2/2020,Projetor,"126,9/95,18",Southridge Video,1,"Allen, Hailey",Aarika,Bartos,Brasil - SP,
11/2/2020,Projetor,"126,9/116,75",Southridge Video,4,"Vazquez, Lawrence",Montgomery,Synke,Brasil - RJ,
11/2/2020,Monitor,"126,9/126,9",Southridge Video,1,"Li, Suzanne",#N,D,Brasil - SP,
11/2/2020,Monitor,"126,9/126,9",Southridge Video,2,"Hughes, Samantha",Porty,Cratere,Brasil - SP,
11/2/2020,Monitor,"126,9/126,9",Southridge Video,3,"Young, Ian",Emilia,Canape,Brasil - SP,
11/2/2020,Monitor,"126,9/126,9",Southridge Video,1,"Munoz, Julio",Jamie,Lavallie,Brasil - RJ,
11/3/2020,Rádio,"6,99/6,15",Southridge Video,5,"Hayes, Marcus",Zaneta,Neame,Brasil - SP,
11/3/2020,Lâmpada,595/595,Contoso,5,"Patterson, Angelica",Helen,Seely,Brasil - SP,
11/3/2020,Lâmpada,25/25,Contoso,1,"Huang, Autumn",Jan,Hayto,Brasil - RJ,
11/3/2020,Rádio,"8,99/8,72",Hashtag Toys,5,"Cooper, Mackenzie",Archibald,Scurlock,Brasil - SP,
11/3/2020,Rádio,"8,99/8,99",Hashtag Toys,1,"Diaz, Paula",Teddy,Gallant,Brasil - RJ,
11/3/2020,Rádio,"8,99/7,55",Hashtag Toys,1,"Baker, Amanda",Shelden,Whitticks,Brasil - SP,
11/3/2020,Rádio,"8,99/8",Hashtag Toys,1,"Lal, Eric",Bruna,Chein,Brasil - SP,
11/3/2020,Rádio,"8,99/6,02",Hashtag Toys,5,"Reed, Zoe",Tonia,Dubarry,Brasil - RJ,
11/3/2020,Microondas,"409/372,19",Contoso,1,"Young, Sara",Nelle,Grimme,Brasil - RJ,
11/3/2020,Aparelho de Som,"64,9/62,95",Hashtag Toys,1,"Foster, Rachel",Philly,Heales,Brasil - SP,
11/3/2020,Rádio,"5,39/5,39",Southridge Video,1,"Sara, Cesar",Devland,Housegoe,Brasil - SP,
11/3/2020,Lâmpada,25/25,Contoso,1,"Vazquez, Bruce",Kelci,Farrens,Brasil - ES,
11/3/2020,Lâmpada,595/595,Contoso,4,"Romero, Billy",Thais,Rodrigues,Brasil - RJ,
11/3/2020,Monitor,"126,9/126,9",Southridge Video,4,"Yang, Tiffany",Vonni,Slowgrove,Brasil - SP,
11/3/2020,Monitor,"126,9/126,9",Southridge Video,2,"West, Elizabeth",Roderigo,Crock,Brasil - SP,
11/3/2020,Monitor,"126,9/107,87",Southridge Video,4,"Diaz, Fernando",Carmelia,Sutcliffe,Brasil - SP,
11/3/2020,Alto Falante,179/179,Proseware,3,"Foster, Natalie",Jeramie,Bastock,Brasil - RJ,
11/3/2020,Alto Falante,179/179,Proseware,3,"Foster, Natalie",Abe,Chern,Brasil - RJ,
11/3/2020,Fone de Ouvido Bluetooth,179/179,Proseware,3,"Foster, Natalie",Stephana,Stovold,Brasil - RJ,
11/3/2020,Alto Falante,179/179,Proseware,3,"Foster, Natalie",Delmar,O'howbane,Brasil - RJ,
11/4/2020,Lâmpada,"25/21,75",Contoso,1,"Simmons, Kevin",Gaspard,Shedd,Brasil - SP,
11/4/2020,Sistema Audivisual para Carro,"149,95/149,95",Wide World Importers,3,"Martinez, Brenda",Thales,Andrade,Brasil - SP,
11/4/2020,Ventilador,"72,45/72,45",Hashtag Toys,2,"Yuan, Dale",#N,D,Brasil - SP,
11/4/2020,Rádio,"8,99/8,99",Hashtag Toys,3,"Martin, Andy",Jorry,Flecknell,Brasil - SP,
11/4/2020,Lâmpada,595/595,Contoso,1,"Howard, Jessica",Eula,Tipling,Brasil - ES,
11/4/2020,Ventilador,"104,89/104,89",Hashtag Toys,1,"Tang, Karl",Mordecai,Ower,Brasil - SP,
11/4/2020,Microondas,"409/261,76",Contoso,1,"Perry, Austin",Elena,Hughman,Brasil - BA,
11/4/2020,CD Música,508/508,Contoso,1,"Coleman, Anna",Charles,Grono,Brasil - SP,
11/4/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,3,"Ruiz, Marie",José,Carvalho,Brasil - RJ,
11/4/2020,Gravador,"8,88/8,35",Southridge Video,1,"Xu, Dennis",Hulda,Gurry,Brasil - RJ,
11/4/2020,Lâmpada,595/595,Contoso,1,"Murphy, Charles",Siward,Capponeer,Brasil - RJ,
11/4/2020,Projetor,"126,9/126,9",Southridge Video,1,"Cook, Faith",Pandora,Kleinerman,Brasil - SP,
11/4/2020,Ar Condicionado,"126,9/126,9",Southridge Video,1,"Xu, Eugene",Marianna,Yegorev,Brasil - RJ,
11/4/2020,Geladeira,579/579,Litware ,3,"Sanders, Amanda",Aldridge,Frusher,Brasil - RJ,
11/4/2020,Geladeira,799/799,Litware ,5,"Turner, Wyatt",Carmella,Lumox,Brasil - SP,
11/4/2020,Geladeira,569/569,Litware,4,"Hill, Stephanie",Farley,Back,Brasil - RJ,
11/5/2020,Lâmpada,"595/571,2",Contoso,1,"Nath, Priscilla",Tricia,Vergo,Brasil - MA,
11/5/2020,Lâmpada,25/25,Contoso,2,"Ortega, Hector",Loralyn,Pressland,Brasil - SP,
11/5/2020,Gravador,"6,99/6,99",Southridge Video,1,"Rubio, Victor",Axe,Cobbledick,Brasil - BA,
11/5/2020,Gravador,"6,99/6,99",Southridge Video,1,"Zeng, Margaret",Vaughan,Mumberson,Brasil - SP,
11/5/2020,Monitor,"89,9/89,9",Southridge Video,1,"Zhao, Franklin",Avril,Bunstone,Brasil - ES,
11/5/2020,Configuração e Serviço de Informática,"9,99/6,99",Contoso,1,"Gutierrez, Kendra",Udall,Toombs,Brasil - BA,
11/5/2020,Ventilador,28/28,Hashtag Toys,1,"Sun, Margaret",Katharine,Jedrzejczyk,Brasil - SP,
11/5/2020,Rádio,"6,99/4,96",Hashtag Toys,4,"Romero, Mathew",Jonie,Macpake,Brasil - SP,
11/5/2020,Ar Condicionado,595/595,Contoso,1,"Ward, Seth",Danit,Jellico,Brasil - ES,
11/5/2020,Lâmpada,595/595,Contoso,1,"Baker, Noah",Rafaella,Mello,Brasil - SP,
11/5/2020,Rádio,"6,99/6,99",Southridge Video,1,"Russell, Ian",Gianna,Lillecrop,Brasil - SP,
11/5/2020,Microondas,329/329,Contoso,1,"Raje, Corey",Jolee,Sweetnam,Brasil - RJ,
11/5/2020,Ventilador,32/32,Hashtag Toys,1,"Raman, Ann",Kennedy,Teese,Brasil - SP,
11/5/2020,Geladeira,329/329,Contoso,1,"King, Maria",Yank,Manion,Brasil - SP,
11/5/2020,Ventilador,28/28,Hashtag Toys,1,"Romero, Ricky",Datha,Martinez,Brasil - SP,
11/5/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Gutierrez, Marvin",Gottfried,Richley,Brasil - SP,
11/5/2020,Gravador,"6,99/6,15",Hashtag Toys,1,"Anand, Carly",Frannie,Nassey,Brasil - SP,
11/5/2020,Rádio,"6,99/6,99",Hashtag Toys,5,"Wood, Fernando",Frankie,Hickisson,Brasil - BA,
11/5/2020,Rádio,"6,99/5,03",Hashtag Toys,1,"Hernandez, Jessie",Anallise,Klaggeman,Brasil - RJ,
11/5/2020,Lâmpada,25/25,Contoso,5,"Ortega, Briana",Drusie,Seeds,Brasil - RJ,
11/5/2020,Gravador,"16,89/16,89",Hashtag Toys,2,"Weber, Chelsea",Porty,Boulton,Brasil - RJ,
11/5/2020,Rádio,"16,89/16,89",Hashtag Toys,1,"Nara, Katrina",Carmine,Deegan,Brasil - SP,
11/5/2020,Rádio,"16,89/12,84",Hashtag Toys,1,"Jai, Dylan",Giuseppe,Pachta,Brasil - RJ,
11/5/2020,Lâmpada,595/595,Contoso,3,"Chande, Bonnie",Sidonnie,Bramstom,Brasil - RJ,
11/5/2020,Ar Condicionado,"126,9/126,9",Southridge Video,5,"Nelson, Julia",Leia,Grinsted,Brasil - RJ,
11/5/2020,Projetor,"126,9/126,9",Southridge Video,1,"Shen, Alan",Keene,Peery,Brasil - SP,
11/5/2020,Monitor,"126,9/126,9",Southridge Video,1,"Lal, Julie",Pearce,Eykelhof,Brasil - SP,
11/5/2020,Projetor,"126,9/93,91",Southridge Video,5,"Suarez, Randall",Cookie,Tevlin,Brasil - RJ,
11/5/2020,Monitor,"126,9/126,9",Southridge Video,1,"Dominguez, Sabrina",Pooh,Carnelley,Brasil - SP,
11/5/2020,Monitor,"126,9/91,37",Southridge Video,2,"Rai, Warren",Hurley,Dressell,Brasil - SP,
11/5/2020,Monitor,"126,9/126,9",Southridge Video,1,"Chen, Elijah",Caroljean,Walter,Brasil - RJ,
11/5/2020,Monitor,"126,9/126,9",Southridge Video,1,"Rana, Ronald",Chelsea,Genty,Brasil - SP,
11/5/2020,Monitor,"126,9/126,9",Southridge Video,1,"Martin, Ryan",Vernon,Underwood,Brasil - SP,
11/6/2020,Aparelho de Som,"31,39/31,39",Hashtag Toys,1,"Suri, Carla",Dolly,Esom,Brasil - ES,
11/6/2020,Rádio,"4,98/4,98",Southridge Video,1,"Ross, Gabriel",Lurlene,Teaze,Brasil - SP,
11/6/2020,Rádio,"4,98/4,98",Southridge Video,1,"White, Sydney",Lev,Budd,Brasil - SP,
11/6/2020,Rádio,"4,98/4,83",Southridge Video,4,"Luo, Gilbert",Bria,Middlewick,Brasil - SP,
11/6/2020,Ar Condicionado,"595/446,25",Contoso,1,"Brooks, Bailey",Norina,Reaney,Brasil - RJ,
11/6/2020,Gravador,"16,99/16,99",Southridge Video,2,"Stewart, Timothy",Bridgette,Bichener,Brasil - SP,
11/6/2020,Gravador,"16,99/16,31",Southridge Video,3,"Powell, Jacqueline",Carlota,Fullstone,Brasil - SP,
11/6/2020,Gravador,"16,99/16,99",Southridge Video,1,"Martin, Devin",Janella,Riccioppo,Brasil - RJ,
11/6/2020,Geladeira,"699/468,33",Litware ,1,"Jackson, Destiny",Sophey,Crooks,Brasil - SP,
11/6/2020,Geladeira,699/699,Litware ,1,"Kumar, James",Karlis,Nugent,Brasil - SP,
11/6/2020,Ventilador,"43/37,84",Hashtag Toys,3,"Young, Chloe",Lewes,Carlile,Brasil - SP,
11/6/2020,Ventilador,"34/20,4",Hashtag Toys,1,"Lewis, Jennifer",Tiphanie,Gennings,Brasil - ES,
11/6/2020,Ventilador,"56/35,28",Hashtag Toys,5,"Chapman, Johnathan",Idalina,Zamora,Brasil - SP,
11/6/2020,Geladeira,299/299,Southridge Video,3,"Andersen, Latoya",Blinni,Kynder,Brasil - SP,
11/6/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Townsend, Larry",Armstrong,Tubb,Brasil - SP,
11/6/2020,Rádio,"8,88/8,88",Southridge Video,4,"Nara, Michele",Gran,Kull,Brasil - SP,
11/6/2020,Rádio,"8,88/8,88",Southridge Video,1,"Yang, Alejandro",Goldina,Devlin,Brasil - BA,
11/6/2020,Lâmpada,"595/458,15",Southridge Video,2,"Guo, Martha",Zach,Bridgnell,Brasil - SP,
11/6/2020,Monitor,"126,9/126,9",Southridge Video,1,"Kumar, Cedric",Westley,Fellona,Brasil - ES,
